timestamp,tx,ty,tz,speed_m_s,inliers,imu_fused
1520530329300047188,-0.009620,0.024831,-0.006219,0.5474,265,1
1520530329350049188,0.012397,0.010936,-0.009671,0.3830,245,1
1520530329400050188,-0.021952,0.012951,0.005087,0.5198,279,1
1520530329450052188,-0.008924,0.022913,-0.004009,0.4983,263,1
1520530329500053188,-0.003840,0.011587,-0.000298,0.2442,263,1
1520530329550055188,0.002511,0.013754,-0.009859,0.3421,268,1
1520530329600096890,0.007724,-0.007872,-0.014213,0.3595,278,1
1520530329650098890,-0.003669,0.014257,-0.003730,0.3037,266,1
1520530329700099890,0.002511,-0.000818,-0.001781,0.0637,277,1
1520530329750101890,-0.013999,-0.009565,-0.003817,0.3476,316,1
1520530329800103890,-0.012104,-0.012605,-0.001244,0.3504,389,1
1520530329850104890,-0.012812,-0.019604,0.000630,0.4685,427,1
1520530329900106890,0.000602,0.010103,0.003369,0.2133,298,1
1520530329950108890,-0.009737,0.004328,-0.005984,0.2444,324,1
1520530330000109890,-0.029648,-0.036364,0.002983,0.9402,391,1
1520530330050161363,0.017133,-0.016583,0.005730,0.4900,176,1
1520530330100162363,-0.048414,0.008216,0.016680,1.0372,218,1
1520530330150164363,0.068469,0.100313,-0.022316,2.4696,166,1
1520530330200165363,0.054114,0.056180,-0.027499,1.6541,119,1
1520530330250167363,0.006265,-0.004873,-0.015768,0.3531,127,1
1520530330300169363,-0.050871,0.009596,-0.018533,1.0997,174,1
1520530330350170363,-0.013179,-0.057289,-0.024692,1.2752,211,1
1520530330400172363,0.015670,-0.108131,-0.002164,2.1855,205,1
1520530330450787328,-0.032636,-0.001409,-0.017454,0.7317,52,1
1520530330500788328,0.044177,0.006436,-0.017310,0.9576,272,1
1520530330550790328,-0.002343,0.012590,0.010733,0.3342,210,1
1520530330600792328,-0.027250,0.070721,0.041467,1.7278,178,1
1520530330650793328,0.025175,-0.006896,0.013151,0.5845,117,1
1520530330700795328,0.025154,-0.004364,0.022703,0.6833,70,1
1520530330750797328,-0.023265,-0.004331,0.006344,0.4900,98,1
1520530330800798328,-0.068026,-0.045792,0.047547,1.8958,347,1
1520530330850366767,0.002098,0.004640,-0.008769,0.2046,182,1
1520530330900276767,0.027443,-0.057832,0.008028,1.2926,290,1
1520530331000279767,0.046300,-0.101854,0.037302,2.3587,236,1
1520530331050281767,0.035266,-0.046589,0.018289,1.2245,189,1
1520530331100282767,-0.000719,0.009560,0.011037,0.2924,216,1
1520530331150284767,0.001325,-0.007407,0.020866,0.4436,213,1
1520530331200285767,-0.011624,0.007891,-0.004822,0.2971,242,1
1520530331250735346,-0.001827,0.010732,-0.005787,0.2444,202,1
1520530331300736346,0.003676,0.007379,-0.005882,0.2025,443,1
1520530331350738346,-0.004970,-0.000334,-0.005925,0.1548,432,1
1520530331400740346,-0.005942,0.006752,-0.007314,0.2318,410,1
1520530331450741346,-0.005454,0.009137,-0.012708,0.3315,359,1
1520530331500743346,-0.000282,-0.000338,-0.016404,0.3282,321,1
1520530331550744346,-0.004868,-0.005672,-0.007936,0.2180,365,1
1520530331600746346,-0.001621,-0.005071,-0.010810,0.2410,459,1
1520530331650478995,-0.020030,-0.008282,-0.006402,0.4544,356,1
1520530331700480995,0.011153,-0.000433,-0.018158,0.4263,457,1
1520530331750482995,0.037994,0.009040,-0.009888,0.8057,386,1
1520530331800483995,-0.008006,-0.008407,-0.009328,0.2978,314,1
1520530331850485995,-0.008700,0.000169,-0.014809,0.3435,216,1
1520530331900487995,-0.003183,0.018588,-0.009431,0.4217,178,1
1520530331950488995,0.035777,0.000799,-0.011875,0.7541,209,1
1520530332000490995,0.038391,0.012276,-0.027327,0.9739,276,1
1520530332050387293,0.077082,0.034865,0.001339,1.6957,242,1
1520530332100388293,0.051945,0.071656,-0.006580,1.7749,243,1
1520530332150390293,-0.059683,0.051510,-0.032200,1.7031,237,1
1520530332200392293,-0.032301,0.005865,-0.032588,0.9251,295,1
1520530332250393293,-0.029746,-0.044402,-0.021342,1.1510,302,1
1520530332300399293,-0.007748,0.008437,-0.005831,0.2570,306,1
1520530332350396293,-0.008980,-0.006696,-0.003945,0.2375,265,1
1520530332400401293,0.062263,0.006309,0.004880,1.2553,262,1
1520530332450399293,-0.034619,-0.026583,0.030667,1.0669,168,1
1520530332500482556,-0.035868,0.021297,0.014366,0.8809,148,1
1520530332550483556,-0.031551,0.053511,0.034560,1.4217,144,1
1520530332600485556,0.011804,0.025705,0.020868,0.7030,122,1
1520530332650487556,0.013648,-0.004060,0.016689,0.4387,125,1
1520530332700488556,-0.096119,0.028903,-0.063430,2.3746,134,1
1520530332750490556,-0.038997,-0.017945,0.022426,0.9686,296,1
1520530332800491556,-0.113546,-0.051749,0.078475,2.9481,349,1
1520530332850493556,-0.069478,-0.016654,0.014383,1.4575,352,1
1520530332900163890,-0.033156,-0.027183,-0.011454,0.8935,224,1
1520530332950165890,0.000839,-0.037073,0.036592,1.0419,193,1
1520530333000167890,0.039388,-0.029629,0.034972,1.2086,212,1
1520530333050168890,0.082476,-0.092347,0.031954,2.5574,204,1
1520530333100170890,-0.013307,0.012598,-0.003170,0.3719,169,1
1520530333150172890,-0.001131,0.007027,0.000038,0.1424,147,1
1520530333200173890,-0.002373,-0.001260,0.000590,0.0550,179,1
1520530333250174890,-0.001174,0.004895,0.000764,0.1018,178,1
1520530333300607907,-0.002956,-0.009883,0.003685,0.2172,171,1
1520530333350609907,0.003981,-0.002752,0.002081,0.1054,345,1
1520530333400611907,0.008971,0.008372,0.004644,0.2624,383,1
1520530333450612907,0.020685,0.003266,0.007316,0.4436,388,1
1520530333500614907,0.010123,0.008102,0.012992,0.3671,429,1
1520530333550615907,0.004608,0.006866,0.007907,0.2288,470,1
1520530333600617907,-0.002811,0.009664,0.005673,0.2311,497,1
1520530333650618907,-0.019822,0.015462,-0.002229,0.5047,413,1
1520530333700541328,-0.022288,0.000367,-0.003584,0.4522,329,1
1520530333750542328,-0.016547,-0.000372,-0.006771,0.3576,314,1
1520530333800544328,-0.007560,0.021963,-0.011068,0.5146,285,1
1520530333850545328,0.010767,-0.014628,-0.006181,0.3837,341,1
1520530333900547328,-0.005181,0.005300,-0.000919,0.1494,317,1
1520530333950549328,-0.001680,-0.010059,-0.002980,0.2125,344,1
1520530334000561328,-0.048895,0.022234,-0.002563,1.0752,458,1
1520530334050551328,0.006737,0.005164,-0.001839,0.1737,461,1
1520530334100215925,-0.069857,0.078785,0.002399,2.1207,399,1
1520530334150217925,-0.055727,0.051132,0.000276,1.5126,476,1
1520530334200218925,-0.029396,0.034653,0.002185,0.9099,483,1
1520530334250220925,0.014976,-0.005607,-0.000090,0.3198,454,1
1520530334300221925,0.039553,-0.033996,-0.000844,1.0432,379,1
1520530334350223925,0.083666,-0.061474,-0.013572,2.0940,490,1
1520530334400224925,-0.104897,0.030078,0.026391,2.2453,494,1
1520530334450226925,-0.076716,0.049558,0.019277,1.8668,453,1
1520530334500227925,-0.052704,0.014272,0.012289,1.1193,404,1
1520530334550085714,-0.041679,0.000501,0.013390,0.8781,379,1
1520530334600087714,0.014271,-0.005185,-0.000931,0.3042,310,1
1520530334650088714,-0.007116,-0.002318,0.002205,0.1560,292,1
1520530334700090714,-0.002511,-0.003249,0.001723,0.0891,302,1
1520530334750091714,-0.015363,-0.010955,0.002640,0.3811,282,1
1520530334800093714,0.000646,-0.001732,0.001591,0.0488,254,1
1520530334850094714,-0.006994,-0.021230,-0.003314,0.4519,207,1
1520530334900096714,0.000100,0.015495,-0.000535,0.3101,228,1
1520530334950927626,0.013948,0.008888,-0.002690,0.3297,56,1
1520530335000928626,0.003259,-0.001646,-0.002400,0.0874,581,1
1520530335050930626,0.013527,-0.002762,-0.006801,0.3078,518,1
1520530335100932626,0.017501,-0.012331,-0.008965,0.4642,606,1
1520530335150933626,0.013620,-0.011869,-0.006378,0.3832,617,1
1520530335200935626,0.013237,0.002124,-0.006535,0.2983,667,1
1520530335250936626,0.012592,0.000215,-0.006353,0.2821,716,1
1520530335300937626,0.045178,0.028729,-0.011600,1.0956,675,1
1520530335351457328,0.030864,-0.000700,-0.012537,0.6595,566,1
1520530335401458328,-0.012703,-0.002066,-0.001404,0.2589,610,1
1520530335451459328,0.012556,0.006965,-0.001931,0.2898,604,1
1520530335501461328,-0.006269,0.029481,0.003566,0.6070,636,1
1520530335551462328,0.010129,0.016877,0.001752,0.3952,596,1
1520530335601512328,-0.005152,0.012579,0.002131,0.2749,556,1
1520530335651465328,-0.004101,0.016731,0.002607,0.3488,551,1
1520530335701467328,-0.003159,0.009020,0.000264,0.1912,529,1
1520530335800223591,0.021112,-0.014641,0.002111,0.5156,346,1
1520530335850225591,-0.005471,-0.005617,-0.000277,0.1569,331,1
1520530335900226591,0.036391,-0.037260,-0.002305,1.0427,389,1
1520530335950228591,-0.030427,-0.006450,0.004293,0.6279,329,1
1520530336000229591,-0.082759,0.017824,0.041953,1.8896,324,1
1520530336050231591,-0.016649,-0.012607,0.005172,0.4303,293,1
1520530336100232591,-0.016020,0.003223,0.007286,0.3578,234,1
1520530336150177258,-0.011309,-0.006143,0.001832,0.2603,255,1
1520530336200179258,-0.007331,0.022746,0.001642,0.4791,193,1
1520530336250180258,-0.008935,0.009493,-0.000276,0.2608,169,1
1520530336300182258,-0.006281,0.046460,-0.004697,0.9423,200,1
1520530336350183258,-0.004129,0.012878,-0.015804,0.4160,186,1
1520530336400185258,0.003447,-0.011167,-0.008578,0.2899,192,1
1520530336450186258,0.008235,0.013493,-0.012955,0.4088,184,1
1520530336500188258,-0.014100,0.006784,-0.015660,0.4427,200,1
1520530336550581697,0.001428,0.000471,-0.030871,0.6133,208,1
1520530336600583697,0.002198,-0.000364,-0.005607,0.1207,378,1
1520530336650585697,0.004805,0.001681,-0.011402,0.2497,387,1
1520530336700585697,-0.004591,0.001871,-0.006860,0.1693,412,1
1520530336750587697,-0.008282,0.001194,-0.006673,0.2140,411,1
1520530336800589697,-0.011541,0.004500,-0.008165,0.2967,439,1
1520530336850590697,-0.010590,0.004910,-0.010404,0.3127,458,1
1520530336900593697,-0.013782,0.006693,-0.009386,0.3593,470,1
1520530336950593697,-0.008882,0.008048,-0.006775,0.2754,445,1
1520530337000258223,-0.005997,0.003665,-0.002894,0.1530,264,1
1520530337050259223,-0.018366,0.009379,-0.000420,0.4125,239,1
1520530337100266223,-0.013785,0.009705,0.001038,0.3378,251,1
1520530337150262223,0.006035,-0.003664,-0.000450,0.1415,213,1
1520530337200351223,-0.034962,0.005690,0.023118,0.8445,206,1
1520530337250265223,-0.023774,0.001432,0.019456,0.6161,240,1
1520530337300267223,-0.007753,0.006088,0.014143,0.3448,248,1
1520530337350269223,-0.043177,0.021368,0.033355,1.1719,240,1
1520530337400301030,-0.034341,-0.027087,0.022401,0.9822,199,1
1520530337450303030,-0.037750,0.030553,0.028031,1.1214,242,1
1520530337500304030,-0.043127,-0.005514,0.024401,0.9971,232,1
1520530337550306030,-0.018913,0.006618,0.032006,0.7552,276,1
1520530337600307030,-0.008300,0.025363,0.019813,0.6647,236,1
1520530337650309030,0.166572,0.101100,-0.012683,3.9051,222,1
1520530337700310030,0.004009,0.028002,0.001309,0.5663,176,1
1520530337750312030,-0.038201,-0.003060,-0.005062,0.7731,147,1
1520530337800853679,-0.058242,0.059569,-0.035999,1.7956,68,1
1520530337850854679,-0.022158,0.050840,-0.007875,1.1203,431,1
1520530337900856679,-0.013461,0.021336,-0.010168,0.5440,441,1
1520530337950857679,-0.018345,0.044056,-0.007106,0.9650,406,1
1520530338000859679,-0.042683,0.009715,-0.010529,0.9004,418,1
1520530338050861679,-0.042049,-0.043362,0.003001,1.2095,415,1
1520530338150863679,-0.012786,0.015434,-0.010651,0.4539,444,1
1520530338200470451,-0.004662,-0.000967,-0.010706,0.2362,195,1
1520530338250472451,-0.011788,-0.007944,-0.009267,0.3394,297,1
1520530338300474451,-0.011932,0.012124,-0.010354,0.3983,361,1
1520530338350475451,-0.062909,0.029767,-0.000523,1.3919,478,1
1520530338400477451,-0.036334,-0.007131,0.001402,0.7410,496,1
1520530338450478451,0.002831,-0.003630,-0.001724,0.0983,412,1
1520530338500480451,-0.003270,-0.122308,-0.011125,2.4570,386,1
1520530338550481451,-0.003270,-0.058563,-0.010909,1.1932,476,1
1520530338600259802,0.040180,0.060446,-0.027150,1.5568,324,1
1520530338650260802,0.010768,-0.046681,-0.002197,0.9591,280,1
1520530338700262802,0.050611,-0.025012,0.001703,1.1295,310,1
1520530338750265802,0.028853,-0.046001,-0.001068,1.0862,326,1
1520530338800265802,-0.023657,-0.000611,0.006747,0.4922,301,1
1520530338850266802,-0.025960,-0.008099,0.019921,0.6742,280,1
1520530338900268802,-0.049799,-0.083193,0.035358,2.0640,298,1
1520530338950269802,-0.005077,-0.009160,0.014352,0.3553,233,1
1520530339000271802,-0.016244,-0.011315,0.008491,0.4308,258,1
1520530339050958784,-0.005314,-0.011438,0.008556,0.3007,161,1
1520530339100959784,-0.017211,-0.047245,0.035368,1.2295,515,1
1520530339150961784,-0.001940,-0.027911,0.018080,0.6662,501,1
1520530339200962784,0.010597,-0.038100,0.013954,0.8387,504,1
1520530339250964784,0.006079,-0.033406,0.020819,0.7966,384,1
1520530339300965784,-0.009448,-0.003431,0.007402,0.2497,359,1
1520530339350967784,-0.016865,0.003381,-0.004420,0.3552,384,1
1520530339400969784,-0.012131,0.008760,-0.007639,0.3360,394,1
1520530339451687416,-0.013678,0.022956,-0.019964,0.6577,286,1
1520530339501689416,-0.046115,0.000485,-0.019315,0.9999,497,1
1520530339551690416,-0.039404,-0.012395,-0.015704,0.8838,520,1
1520530339601692416,-0.009745,0.034249,-0.004742,0.7184,492,1
1520530339651693416,-0.028333,0.024163,-0.011413,0.7789,497,1
1520530339701695416,-0.036787,0.037898,-0.013018,1.0879,533,1
1520530339751697416,-0.031771,0.022249,-0.021769,0.8895,537,1
1520530339801698416,-0.038571,0.018785,-0.025153,0.9946,590,1
1520530339851056276,-0.061141,0.009988,-0.039096,1.4842,387,1
1520530339901057276,-0.023027,0.010328,-0.024041,0.6971,415,1
1520530339951059276,-0.008797,0.003019,-0.021219,0.4633,442,1
1520530340001061276,-0.034878,-0.019764,-0.025726,0.9526,443,1
1520530340051062276,-0.014074,-0.012616,-0.025445,0.6339,420,1
1520530340101063276,0.005071,0.025650,-0.021954,0.6828,429,1
1520530340151065276,-0.011146,0.008564,-0.016872,0.4392,513,1
1520530340201067276,-0.009189,0.009364,-0.013026,0.3697,549,1
1520530340250395363,-0.020362,0.041363,0.035762,1.1828,24,1
1520530340300397363,-0.020617,0.008370,-0.006029,0.4611,293,1
1520530340350399363,-0.012547,0.009347,-0.001680,0.3147,314,1
1520530340400400363,-0.017486,0.008645,0.000160,0.3901,309,1
1520530340450401363,-0.011785,0.015904,-0.000710,0.3961,268,1
1520530340500403363,-0.000010,-0.004543,-0.003989,0.1209,221,1
1520530340550404363,-0.007051,-0.011138,0.010647,0.3389,299,1
1520530340600406363,-0.022947,-0.003231,0.020200,0.6148,279,1
1520530340650346819,-0.009265,-0.000777,0.010533,0.2813,305,1
1520530340700347819,-0.026479,0.003354,0.020892,0.6779,250,1
1520530340750349819,-0.010138,-0.006599,0.006946,0.2790,292,1
1520530340800350819,-0.024477,-0.012733,0.014038,0.6191,348,1
1520530340850352819,-0.015336,-0.009568,0.013324,0.4491,396,1
1520530340900353819,-0.019920,0.014653,0.010492,0.5372,384,1
1520530340950355819,0.008961,0.007494,-0.001073,0.2346,399,1
1520530341000357819,-0.000269,0.002003,0.001789,0.0540,417,1
1520530341050773767,-0.002475,-0.007222,0.004943,0.1804,301,1
1520530341100775767,0.017877,0.019517,-0.004227,0.5360,491,1
1520530341150776767,0.001690,0.023610,-0.001683,0.4746,438,1
1520530341200778767,0.012304,0.044833,-0.005139,0.9354,455,1
1520530341250779767,0.007389,0.039225,-0.003632,0.8016,507,1
1520530341300781767,-0.026419,0.009307,0.009814,0.5936,559,1
1520530341350783767,0.010108,0.036104,-0.002556,0.7516,614,1
1520530341400784767,-0.011157,-0.022810,0.007800,0.5312,581,1
1520530341450786767,-0.003032,0.012973,0.002741,0.2720,586,1
1520530341500712697,0.015045,0.006245,-0.004750,0.3399,529,1
1520530341550713697,0.019810,-0.004653,-0.007205,0.4317,490,1
1520530341600715697,0.014034,-0.004696,-0.007561,0.3324,463,1
1520530341650716697,0.013974,-0.004636,-0.009229,0.3475,460,1
1520530341700718697,0.009379,-0.001142,-0.008391,0.2527,444,1
1520530341750719697,0.004936,-0.005384,-0.006561,0.1964,488,1
1520530341800721697,0.000158,-0.002632,-0.003708,0.0910,462,1
1520530341850722697,-0.003461,0.000015,-0.003934,0.1048,431,1
1520530341900542100,-0.008399,0.002432,0.001385,0.1777,420,1
1520530341950578100,0.009686,-0.014131,-0.009566,0.3922,377,1
1520530342000545100,0.007840,-0.006409,-0.011552,0.3074,406,1
1520530342050546100,0.016298,-0.006859,-0.017155,0.4927,367,1
1520530342100548100,0.018475,0.000162,-0.018211,0.5188,398,1
1520530342150549100,0.032295,-0.005944,-0.025561,0.8323,414,1
1520530342200551100,0.032215,-0.012148,-0.023076,0.8289,513,1
1520530342250553100,0.057182,-0.020235,-0.035982,1.4105,530,1
1520530342300672697,-0.010183,-0.000358,-0.012862,0.3274,446,1
1520530342350674697,0.032531,-0.017394,-0.023491,0.8746,548,1
1520530342400675697,0.004377,-0.018182,-0.027402,0.6635,523,1
1520530342450677697,0.001967,-0.004317,-0.022716,0.4641,484,1
1520530342500678697,0.010160,0.017502,-0.020372,0.5743,493,1
1520530342550680697,0.015596,-0.004284,-0.018953,0.4983,442,1
1520530342600682697,0.005983,-0.000812,-0.017881,0.3774,459,1
1520530342650683697,0.002123,0.013881,-0.017292,0.4455,488,1
1520530342700642890,0.024086,-0.002391,-0.022046,0.6553,458,1
1520530342750643890,0.020954,0.007780,-0.027908,0.7151,452,1
1520530342800645890,0.020161,0.012837,-0.024656,0.6868,472,1
1520530342850647890,0.036671,0.041528,-0.032841,1.2880,416,1
1520530342900648890,0.013791,0.021422,-0.024808,0.7112,327,1
1520530342950650890,-0.004067,0.014515,-0.031588,0.7000,312,1
1520530343000652890,0.073259,0.067416,-0.053771,2.2629,253,1
1520530343050653890,0.047041,0.074774,-0.049479,2.0250,231,1
1520530343101130890,-0.013532,-0.002811,-0.019574,0.4747,140,1
1520530343151132890,-0.033729,0.000269,-0.029442,0.8954,375,1
1520530343201133890,-0.041670,0.013550,-0.030540,1.0682,356,1
1520530343251135890,-0.020718,0.018457,-0.021647,0.7038,341,1
1520530343301137890,-0.036082,-0.013551,-0.031667,0.9976,392,1
1520530343351139890,0.030035,-0.016017,-0.061912,1.4130,360,1
1520530343401140890,-0.038960,-0.017865,-0.032622,1.0772,380,1
1520530343451143890,-0.034871,-0.009431,-0.032873,0.9768,373,1
1520530343501403539,-0.000533,-0.006191,-0.037888,0.7639,407,1
1520530343551475539,-0.011890,-0.004838,-0.036233,0.7677,407,1
1520530343601406539,-0.015785,-0.002266,-0.035993,0.7884,458,1
1520530343651407539,-0.011154,0.013011,-0.034625,0.7727,468,1
1520530343701409539,-0.116870,-0.022759,-0.088535,2.9674,478,1
1520530343751410539,-0.041650,-0.053058,-0.062443,1.8383,438,1
1520530343801412539,-0.038160,-0.047346,-0.055166,1.6420,501,1
1520530343851414539,-0.030051,0.020431,-0.085936,1.8660,499,1
1520530343901415539,-0.040953,-0.000202,-0.092800,2.0287,528,1
1520530343951401679,-0.051399,-0.016243,-0.074090,1.8330,552,1
1520530344001402679,-0.040632,0.001858,-0.072713,1.6663,541,1
1520530344051404679,-0.040686,-0.014002,-0.060117,1.4785,581,1
1520530344101405679,-0.018745,0.016686,-0.043889,1.0111,544,1
1520530344151407679,-0.034201,0.032618,-0.051255,1.3943,560,1
1520530344201409679,-0.033814,0.032907,-0.052378,1.4099,562,1
1520530344251410679,-0.031948,0.042931,-0.047900,1.4364,614,1
1520530344301412679,-0.014601,0.043838,-0.049703,1.3572,587,1
1520530344351408556,-0.022617,0.041407,-0.049486,1.3676,629,1
1520530344401410556,-0.038057,0.040576,-0.051966,1.5225,611,1
1520530344451412556,-0.027339,0.038145,-0.071620,1.7125,573,1
1520530344501413556,-0.025472,0.042066,-0.042087,1.2945,634,1
1520530344551415556,-0.024545,0.046518,-0.040249,1.3245,594,1
1520530344601417556,-0.013607,0.041446,-0.043746,1.2355,619,1
1520530344651418556,-0.001590,0.051307,-0.034838,1.2407,635,1
1520530344701420556,0.002741,0.053146,-0.032935,1.2516,627,1
1520530344751636223,-0.010437,0.047197,-0.036020,1.2005,591,1
1520530344801638223,0.006068,0.052793,-0.034564,1.2678,578,1
1520530344851639223,0.013200,0.057432,-0.060151,1.6841,486,1
1520530344901641223,0.031556,0.039119,-0.038777,1.2696,515,1
1520530344951642223,0.014188,0.013370,-0.023814,0.6155,504,1
1520530345001644223,0.021510,0.029571,-0.032069,0.9727,464,1
1520530345051645223,0.026496,-0.003898,-0.021822,0.6909,481,1
1520530345101647223,0.021945,0.020993,-0.024901,0.7854,449,1
1520530345151845486,0.049282,0.031488,-0.032747,1.3352,531,1
1520530345201743486,0.025122,-0.010014,-0.019831,0.6721,495,1
1520530345251744486,0.066465,0.035391,-0.037933,1.6863,507,1
1520530345301746486,0.043134,0.037446,-0.037889,1.3708,497,1
1520530345351747486,0.129198,-0.043395,-0.060382,2.9813,514,1
1520530345401749486,0.074614,0.042295,-0.039987,1.8926,492,1
1520530345451751486,0.062059,-0.033628,-0.041880,1.6414,469,1
1520530345501752486,0.026406,-0.077895,-0.048726,1.9119,392,1
1520530345551194697,0.109196,0.055756,-0.028184,2.5445,205,1
1520530345601195697,0.064318,-0.006109,-0.015349,1.3281,275,1
1520530345651197697,0.034843,-0.004599,-0.024995,0.8625,241,1
1520530345701198697,0.035132,-0.004068,-0.026952,0.8893,216,1
1520530345751200697,0.056955,-0.020850,-0.018075,1.2657,194,1
1520530345801202697,0.007557,0.007003,-0.021679,0.4800,158,1
1520530345851203697,-0.018274,0.053250,-0.039337,1.3736,117,1
1520530345901205697,-0.016034,0.058192,-0.042783,1.4797,144,1
1520530345951161381,-0.035495,-0.020823,0.009627,0.8460,164,1
1520530346001474521,0.004711,0.041836,-0.020800,0.9333,141,1
1520530346051476521,0.011751,0.022891,-0.021152,0.6662,235,1
1520530346101478521,-0.041295,-0.044125,-0.006629,1.2159,227,1
1520530346151479521,-0.048603,-0.069989,-0.004709,1.7068,223,1
1520530346201480521,-0.041415,-0.018959,-0.020332,0.9976,191,1
1520530346251483521,-0.024277,0.010597,-0.016248,0.6215,225,1
1520530346301484521,-0.020903,-0.005724,-0.015532,0.5333,203,1
1520530346351486521,0.062237,0.014217,0.015398,1.3134,196,1
1520530346401376153,-0.069749,0.028016,-0.034392,1.6568,163,1
1520530346451378153,-0.015309,0.025760,-0.021475,0.7373,154,1
1520530346501379153,-0.061780,-0.013695,-0.022225,1.3414,170,1
1520530346551380153,0.039124,0.031875,-0.015905,1.0582,181,1
1520530346601382153,0.024407,0.061697,-0.018795,1.3791,177,1
1520530346751386153,-0.115445,0.070791,-0.042623,2.8394,193,1
1520530346801544644,-0.089018,0.104560,-0.033769,2.8193,217,1
1520530346851545644,-0.117301,0.050136,-0.048090,2.7265,254,1
1520530346901547644,-0.176787,0.077314,0.004182,3.8598,370,1
1520530346951548644,-0.040523,0.024383,-0.027290,1.0920,421,1
1520530347001550644,-0.051436,0.026856,-0.027336,1.2828,571,1
1520530347051552644,-0.071766,0.017001,-0.025514,1.5607,602,1
1520530347101553644,-0.063659,0.023460,-0.030752,1.4897,620,1
1520530347151555644,-0.122783,0.011261,-0.030606,2.5407,588,1
1520530347201399872,-0.086021,0.005422,-0.021569,1.7825,534,1
1520530347251401872,-0.071735,0.027595,-0.030008,1.6501,542,1
1520530347301402872,-0.074110,0.015206,-0.021594,1.5735,593,1
1520530347351404872,-0.066312,0.022074,-0.032199,1.5389,625,1
1520530347401406872,-0.059743,0.020473,-0.032913,1.4242,623,1
1520530347451407872,-0.062421,0.021231,-0.027458,1.4284,606,1
1520530347501409872,-0.064930,0.014105,-0.028921,1.4493,641,1
1520530347551410872,-0.061687,0.011013,-0.027405,1.3678,620,1
1520530347601217995,-0.071566,0.007114,-0.028416,1.5526,610,1
1520530347651219995,-0.059878,0.002587,-0.017937,1.2512,618,1
1520530347701221995,-0.053589,0.017961,-0.022247,1.2147,591,1
1520530347751222995,-0.071361,-0.006275,-0.021250,1.4944,616,1
1520530347801223995,-0.075691,0.008948,-0.030301,1.6404,607,1
1520530347851225995,-0.066948,0.006667,-0.022093,1.4162,569,1
1520530347901226995,-0.040668,0.029654,-0.009803,1.0255,505,1
1520530347951228995,-0.068933,0.023694,-0.029043,1.5692,456,1
1520530348001162854,0.064538,0.023404,0.010302,1.3902,425,1
1520530348051163854,0.010107,0.033660,-0.001199,0.7033,474,1
1520530348101165854,-0.018177,0.018687,-0.007614,0.5432,423,1
1520530348151167854,-0.016409,-0.007581,-0.051072,1.0835,395,1
1520530348201168854,-0.014767,0.005193,-0.004328,0.3248,367,1
1520530348251169854,-0.036150,0.015567,-0.017842,0.8643,361,1
1520530348301183854,-0.021209,0.027864,-0.015670,0.7671,345,1
1520530348351172854,-0.028031,0.026783,-0.022749,0.8992,339,1
1520530348401174854,-0.025918,0.008692,-0.013205,0.6072,408,1
1520530348451416556,-0.027445,0.016993,-0.017030,0.7264,358,1
1520530348501418556,-0.026172,-0.003905,-0.017024,0.6293,410,1
1520530348551419556,-0.024008,0.009042,-0.014211,0.5865,409,1
1520530348601421556,-0.017956,0.043857,-0.019493,1.0248,412,1
1520530348651423556,-0.017502,0.010273,-0.016986,0.5293,436,1
1520530348701424556,-0.051812,0.035252,-0.051510,1.6224,395,1
1520530348751426556,-0.023528,0.018454,-0.024209,0.7694,424,1
1520530348801427556,-0.075176,-0.016529,-0.053125,1.8705,402,1
1520530348851314539,-0.022433,0.021769,-0.030251,0.8720,404,1
1520530348901315539,-0.014576,0.028534,-0.025336,0.8170,397,1
1520530348951317539,-0.021654,0.033751,-0.031785,1.0233,414,1
1520530349001319539,-0.017772,0.045793,-0.036432,1.2231,420,1
1520530349051320539,-0.019265,0.028967,-0.024342,0.8492,383,1
1520530349101322539,-0.032328,0.025929,-0.049139,1.2856,310,1
1520530349151324539,-0.026995,0.021403,-0.034448,0.9743,329,1
1520530349201325539,-0.100553,0.044697,-0.076268,2.6777,329,1
1520530349251105995,-0.013657,0.013922,-0.030101,0.7205,294,1
1520530349301106995,-0.020381,0.012163,-0.038327,0.9016,330,1
1520530349351108995,-0.021493,-0.009824,-0.029990,0.7636,371,1
1520530349401109995,-0.017832,-0.000138,-0.040006,0.8760,369,1
1520530349451111995,-0.009765,0.017035,-0.047836,1.0341,367,1
1520530349501113995,-0.001151,-0.000739,-0.043395,0.8683,444,1
1520530349551114995,-0.014348,-0.000980,-0.053164,1.1015,436,1
1520530349601116995,-0.020222,0.009975,-0.034877,0.8306,415,1
1520530349650934697,-0.025388,0.005119,-0.033388,0.8482,443,1
1520530349700936697,-0.025584,0.015095,-0.033023,0.8883,534,1
1520530349750942697,0.021100,-0.020464,-0.072779,1.5696,499,1
1520530349800939697,-0.003429,-0.019103,-0.051428,1.0994,454,1
1520530349850940697,-0.040973,0.029021,-0.037968,1.2590,423,1
1520530349900985697,-0.006257,0.005445,-0.049657,1.0060,418,1
1520530349950943697,0.054757,0.036497,-0.059744,1.7791,369,1
1520530350000945697,-0.039442,0.028409,-0.039412,1.2515,298,1
1520530350051376451,-0.058888,0.000079,-0.018370,1.2232,190,1
1520530350101378451,-0.092706,-0.036257,-0.033113,2.0981,283,1
1520530350151379451,-0.043987,-0.168971,-0.018847,3.5123,309,1
